Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Mindtree
3.8",-1,-1,-1,-1,"Key Responsibilities / Functions:

• Should have strong experinceGood understanding of Telecom Mobile and Wireless Data Network architecture

• Analyze large, complex, multi-dimensional data sets with a variety of analytic methods (math, statistics, machine learning, etc.) and software tools (e.g. scripting in Python, R)

• Select model type, algorithms and features to optimize the accuracy of prediction/decision

• Build, evaluate, and evolve machine learning models and advanced analytics as new data is available, interpretation accuracy is scored, and usage broaden and adapts

• SQL database tools",Data Scientist,"Chicago, IL",3.8,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"Capax Global
4.7",-1,-1,-1,-1,"Description


Do you want to work at the forefront of artificial intelligence and machine learning? CapaxGlobal has a significant data analytics and management presence across many industries. With that footprint comes massive amounts of data that can inform us about markets and ways to improve our client business practices. This position will be part of the Data Science and Machine Learning team and will bring strong quantitative skills to our data science capabilities. You work in a multidisciplinary team exploring, connecting and mining internal data sources and will develop data models using algorithms for pattern detection and forecasting. In this position you will be managing projects that use advanced analytics techniques, such as optimization, forecasting, machine learning, predictive analytics, and statistical analysis, to develop solutions that help deliver significant value to a variety of Capax’s partners and clients. Candidates will be exposed to a wide spectrum of high visibility projects ranging from sales effectiveness, competitive intelligence, fraud detection, time series forecasting, operational efficiency, sourcing and procurement, supply-chain optimization and financial analysis.
Location: Chicago IL | Philadelphia PA | Remote
Travel: Up to 30%
Responsibilities
Develop and code models by applying algorithms to large structured as well as unstructured data sets for our more complex projects. Develop visualization products to share analysis across a large group of business users.
Design strategies and propose algorithms to analyze and leverage data from existing as well as new data sources.
Continuously seek out industry best practices and develop skills to create new capabilities for data analytics at clients to improve business decisions.
Network with business stakeholders to develop a pipeline of data science projects aligned with business strategies. Translate complex and ambiguous business problems into project charters clearly identifying technical risks and project scope.
Participate on cross-disciplinary project team of database specialists, data scientists, and business subject-matter experts to complete project deliverables.
Qualifications
Bachelor’s degree from an accredited college/university in Computer Science, Computational Linguistics, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research or related fields.
Master’s degree in data science, applied mathematics, or bioinformatics preferred.
Minimum 6 years relevant work experience (if Bachelor’s degree) or minimum 3 years relevant work experience (if Master’s degree) with a proven track record in driving value in a commercial setting using data science skills.
In-depth knowledge of various modeling algorithms e.g. Linear, GLMs, trees based models, neural networks, clustering, PCA, and time series models.
Proficiency in R (e.g. ggplot2, cluster, dplyr, caret), Python (e.g. pandas, scikit-learn, bokeh, nltk), Spark – MLlib, H20, or other statistical tools.
Minimum 2 years experience working in a data science or machine learning environment.
In-depth knowledge of databases, data modeling, Hadoop, and distributed computing frameworks.
Experience in software development environment, Agile, and code management/versioning (e.g. git).
Strong EDA skills and experience/knowledge.
Ability to understand complex and ambiguous business needs and applying the right tools and approaches.
Collaborative team player.
Excellent communication skills, both written and verbal.
Experience developing and testing machine learning and/or statistical projects.
Strong presentation skills. Ability to present statistical results to lay persons in an easy to understand way.
We are looking for all levels of data science experience, jr through sr.",Data Scientist,"Chicago, IL",4.7,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Filiale ou unité d'exploitation
"CreditNinja
5.0",-1,-1,-1,-1,"Data Scientist

Chicago, Illinois, United States

DESCRIPTION

CreditNinja is a FinTech company founded in 2017 by veteran serial entrepreneurs who were part of the core team behind Enova (NYSE:ENVA), a leading publicly traded consumer financial services company. CreditNinja's mission is to provide hardworking Americans with financial solutions when unexpected expenses arise. Unlike traditional banks, CreditNinja works hard to ensure that people with less-than-perfect credit can have quick access to the money they need. Headquartered in downtown Chicago, we are a lean and innovative team seeking like-minded talent to help us disrupt the consumer finance industry.

CreditNinja is seeking a Data Scientist who will focus on the latest cutting-edge data mining and statistical modeling techniques to make a direct impact in a data-driven company. This is an exciting and rare opportunity to join a well-capitalized startup on the ground floor and help drive our success.

Key Responsibilities:
Conduct ad hoc analysis using advanced data mining tools to support risk management, operations and marketing strategies
Work with cross-functional teams to explore new ways of finding insights from data and provide recommendations
Develop dashboards to monitor key performance indicators
Support development of companys models to optimize lending decisions by using advanced statistical modeling and simulation techniques
Support implementation of the models working closely with software engineering team
Assist with development of technical tools and platforms to standardize and streamline model development and monitoring processes
REQUIREMENTS
A Bachelor's, Master's or PhD in math, statistics, computer science, engineering or related field
2+ years of experience with data analytics and statistical modeling
Advanced experience with relational databases, such as SQL
Experience with Python or R
Experience working within an open source environment
Strong quantitative and problem-solving skills with key attention to detail
Ability to manage multiple projects with tight deadlines, follow through to completion, and present conclusions of analysis to senior management in an organized and thoughtful manner
Experience working with specialty finance or FinTech is a plus
Start-up experience is a plus
BENEFITS
Competitive salary and benefits package, including material equity grant
Casual dress policy
Fun, fast-paced work environment
Dynamic start-up culture
Ability to make an immediate impact in a growth stage company
Convenient downtown Chicago office located in the heart of the city
Equal opportunity employer",Data Scientist,"Chicago, IL",5.0,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Grubhub
3.8",-1,-1,-1,-1,"Grubhub is dedicated to connecting hungry diners with our wide network of restaurants across the country. Our innovative technology, easy-to-use platforms and streamlined delivery capabilities make us an industry leader today, and in the future of online food ordering.
We strive to create a workplace that reflects the diversity of our customers and the communities we serve. When you join our team, you become part of a community that works together to innovate, solve problems, take risks, grow, work hard and have a ton of fun in the process!
Why Work For Us
We have a fast-paced environment and that is what our teams thrive on. Grubhub believes in empowering people and offering opportunities for development, as well as professional growth. We value strong, positive relationships in all areas: with each other, our customers and our greater community. Want to be a part of a team of diverse collaborators in an authentically fun culture? If so, we want to talk to you - and hear what’s your favorite restaurant for food delivery!
Grubhub is looking for an innately curious, business-minded, results-oriented Data Scientist to work on our Logistics Data Science team. As part of our Delivery initiative, this team is focused on developing models, algorithms, simulations, and experiments to accelerate and perfect our delivery systems. As a member of this highly collaborative team, you will get to partner with stakeholders all across the business to solve diverse, novel and highly challenging problems. The team’s responsibilities are uniquely broad; they encompass topics such as delivery timing estimation, driver payment strategies, dynamic market balancing and smarter driver dispatching.
A successful candidate is a motivated individual with strong model, algorithm, and software development, and communication skills. They should hold themselves to a high standard for coding best practices and a passion for pushing their team to new heights by designing new tools and evangelizing durable and efficient solutions for deploying large scale machine learning models and algorithms. Ideally, the candidate would strive to remain abreast with related science technologies, show leadership in charting new avenues for automation through data science and the rare ability to appropriately balance short term gains with long term goals.

Build and deploy models and algorithms that intelligently automate a diverse array of services and operations that make Grubhub food delivery possible.
You will constantly pivot between the daily tasks of analysis, model building and programming to architecting a strategic vision for how our team can automate and optimize Grubhub’s delivery operations.
You will develop and maintain strong relationships with software engineering teams consuming your algorithm and model outputs.
Apply robust and maintainable coding practices to ensure high-quality outputs at all times to our model consumers.

You should have:
Master’s degree in a quantitative or technical field such as Statistics, Mathematics, Physics, Computer Science or Computer Engineering
4 years of industry experience in a data science role or adjacent position
Expert knowledge with Python scripting language and SQL.
Experience with the entire pipeline of deploying machine-learning algorithms including their development, validation, implementation, and production launch.
Demonstrable proficiency in basic statistics, linear algebra, and calculus as they relate to machine learning concepts.
Interest in coding best practices, both in acquiring them, developing them, and evangelizing them to teammates and others.
Strong ability to distill and communicate complex technical concepts and solutions at a level appropriate for the intended audience.
Got These? Even Better:
Ph.D. in aforementioned quantitative or technical field or 6 years of industry directly relevant industry experience.
Past successes processing, analyzing, and modeling GPS data or geotraces.
Experience with big data: extraction, processing, filtering, and presenting large data quantities using cloud technologies like AWS.
Familiarity with utilizing a clustered distributed-data processing tool such as Spark, Dask or Hive.
Expert level knowledge of experimental statistics, analysis and best practices.

Flexible PTO. Grubhub employees are provided a generous amount of time to recharge their batteries.
Health and Wellness. We provide programs that support your overall well-being such as generous medical benefits, employee network groups, company-wide fitness challenges, and a comfortable and casual workplace! We also support our parents by offering 8 weeks of paid parent bonding time, a 4-week returnship program, and 6-8 weeks paid medical leave.
Learning and Career Growth. Your personal and professional development is a priority at Grubhub. From day one, we empower you to lead and be an active participant in your career growth. We provide continuous learning opportunities, training, and coaching and mentorship programs.
MealPerks. Who’s ready for some lunch? We provide our employees with a weekly Grubhub credit to enjoy and support local restaurants. We also offer company-wide meals several times a year to bring our Grubhub family together.
Fun. Every Grubhub office has an employee-led Culture Crew that connects people through fun, meaningful events and initiatives. Some of our popular past events include: Wing-eating contests, Grubtoberfest, 5k Runs, Bring Your Child to Work Day, regular happy hours, and more!
Social Impact. We believe in the importance of serving the communities that support our business. In addition, employees are given paid time off each year to support the causes that are important to them.

Grubhub is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. The EEO is the Law poster is available here: DOL Poster. If you are applying for a job in the U.S. and need a reasonable accommodation for any part of the employment process, please send an e-mail to TalentAcquisition@grubhub.com and let us know the nature of your request and contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this email address.

CA Privacy Notice: If you are a resident of the State of California and would like a copy of our CA privacy notice, please email privacy@grubhub.com.",Sr. Data Scientist,"Chicago, IL",3.8,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"NCC Group
3.1",-1,-1,-1,-1,"Our mission is to make the world safer and more secure. And our core strength is the expertise of our people. We are committed to developing the future generation of cyber scientists, analysts and professionals. And we are always keen to hear from talented and experienced people who wish to join us in our vision to be the leading cyber security advisor.

About You

You are a person who enjoys designing and implementing machine learning architectures as much as you do doing the science. You would enjoy the opportunity to build out your vision for a data science and machine learning capability in a highly technical company. You relish the challenge of unlocking the latent value in data to enable teams and organisations to succeed. You are fascinated by cyber security (even if you are not yourself a practitioner).

You want to teach machines.

You have a strong foundation in statistics and probability, can code in either Python or R, and have used at least one open-source machine-learning library or API to perform analytics. You have confidently built research-grade software and are comfortable prototyping ideas in your programming language of choice, although we’d certainly be keen to meet anyone who has pushed machine learning code into a production environment. You are familiar with large-scale data processing-relevant aspects of Microsoft Azure, Amazon AWS and/or Google GCP, along with modern computing architectures.

At minimum, you have practical understanding and experience of linear models, decision trees and neural networks, possibly through industry or academia. You have used (or are interested in learning) tools/frameworks such as scikit-learn, Tensorflow, Keras, etc.

You may also have theoretical or practical understanding of any of natural language processing, graph theory, algorithm design, or a specific research area in data science or machine learning.

About the Team

The team is new to NCC Group sitting within the Group CTO Office, and works closely with our Research Directors. To say it is small and perfectly formed is an understatement. You will be part of a two-person team dedicated to data science and machine learning, with one person in Europe and the other in North America. This team will work on highly impactful deliverables that will be visible across both the organization as a whole. While we ask applied, real-world questions, there will be opportunities to also publish and present your work.

While this role allows for a high degree of creativity with the opportunity to strongly influence our analytics roadmap, you will be among many inspiring, collaborative, and passionate colleagues within NCC Group. With respect to applied analytics, there is already a wider community of data science professionals who would be peers at NCC Group, primarily supporting our Managed Detection & Response business located in the Netherlands.

About the Role

You will work as part of a team across NCC Group to:
Identify and understand our available data.
Design and implement our group approach to machine learning, applied analytics, and data science
Work with other departments to ensure governance, compliance and security of our data science activities.
Perform data science tasks to supply insights across teams within NCC Group.
Ultimately, help define and deliver our future machine learning strategy.
Other:
Some travel to other offices may be required",Data Scientist,"Chicago, IL",3.1,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"Argonne National Laboratory
4.3",-1,-1,-1,-1,"Data Scientist \- Life Sciences
*Requisition Number:** **4646** **Location:** **Lemont, IL**
*Functional Area:** **Division:** **DSL\-Data Science and Learning Division**
*Employment Category:** **Regular** **Shift:**
*Level \(Grade\):** **RD6** Share: **Facebook** **LinkedIn** **Twitter**
In this exciting area of research, you will be applying machine learning techniques, with an emphasis on deep learning techniques, to problems in the life sciences with an emphasis on using computational approaches for detecting patterns in a variety of contexts including cancer, brain injury, infectious disease, genome engineering and microbial community datasets\. Problems typically involve the construction of computational models for phenotype prediction from data that includes genomic data and other omics data\. This role will develop and apply computational models on new experimental data, provide measures of uncertainty, and participate in interdisciplinary discussions aimed at the design of new experiments\. You will report on results of research including publishing scholarly papers in scientific journals, give presentations at symposia, conferences, meetings, and seminars\. You will also participate in the preparation of reports and proposals required by funding agencies to obtain and continue funding support\.

We are seeking outstanding people to join us in the Data Science and Learning Division and the Bioscience Division at all career levels\. As a multidisciplinary national laboratory, Argonne offers an exciting campus atmosphere in which to collaborate on interdisciplinary projects developing solutions to complex scientific and engineering problems on the world's largest parallel supercomputers\.

+ Minimum bachelor's degree in Bioinformatics, CS, or Biology
+ Fluency in scientific programming languages
+ Experience with bioinformatics analysis techniques and tools
+ Familiarity working in a Unix environment
+ Experience on high performance computing platforms and newer GPU systems
+ Experience processing NGS sequence data, familiarity with bacterial genomics, or demonstrated work in microbiology
+ Knowledge of artificial intelligence across machine learning, deep learning and statistics
+ Strong analytical and problem\-solving skills
+ Understanding of computational algorithms to support DNA sequence alignment, small nucleotide polymorphism detection, gene expression quantification and/or small molecule \(drug\) structure
+ Experience working on protected health information including electronic health records
+ Familiarity with regulatory policies and procedures surrounding electronic protected health information required
+ Ability to write research publications
+ Considerable collaborative skills, including the ability to interact well with external and internal collaborators
+ United States citizenship is a requirement on some projects
+ Ability to think independently and innovatively to develop exceptional technical solutions required

As an equal employment opportunity and affirmative action employer, and in accordance with our core values of impact, safety, respect, integrity and teamwork, Argonne National Laboratory is committed to a diverse and inclusive workplace that fosters collaborative scientific discovery and innovation\. In support of this commitment, Argonne encourages minorities, women, veterans and individuals with disabilities to apply for employment\. Argonne considers all qualified applicants for employment without regard to age, ancestry, citizenship status, color, disability, gender, gender identity, genetic information, marital status, national origin, pregnancy, race, religion, sexual orientation, veteran status or any other characteristic protected by law\.

Argonne employees, and certain guest researchers and contractors, are subject to particular restrictions related to participation in Foreign Government Talent Recruitment Programs, as defined and detailed in United States Department of Energy Order 486\.1\. You will be asked to disclose any such participation in the application phase for review by Argonne's Legal Department\.",Data Scientist - Life Sciences,"Lemont, IL",4.3,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Association à but non lucratif
"VIVA USA
4.6",-1,-1,-1,-1,"Req Ref No: RKILLD11
Location: Chicago , IL
Duration: 9.0 months

Description

Responsibilities:

Lead a team of technical resources.
Interacting with clients, gathering requirements (Analysis, Design, Code/Develop, testing) and managing documentation process.
Create, review and maintain technical design documents.
Estimate Efforts, plan deliverables, allocate tasks to team members and track the project status.
Proficiency required in one or more of analytical tools such as R, Python.
Create, analyses and maintain explanatory/predictive statistical models.
Work includes all phases of the modeling process: research design, data extraction and cleaning, model building and validation.
Adhering to processes and procedures to ensure projects are delivered on time while meeting quality specifications.
Mentor team members by providing expertise in functional / technical specifications.

Key Skills :

R
Algorithms
Python
Data Regression
Data Pipe lining

Essentials :

Good Programming Skills on R
Expert in Logistic Regression based as well as other classification based model building, Time series forecasting, segmentation techniques, clustering.
Good Understanding of Machine Learning
Must have worked on high visibility projects and used analytics to solve business problems
Should be dynamic and provide situational leadership : ready to perform both as an Individual contributor and Team Leader

VIVA is an equal opportunity employer. All qualified applicants have an equal opportunity for placement, and all employees have an equal opportunity to develop on the job. This means that VIVA will not discriminate against any employee or qualified applicant on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.",Data Scientist,"Chicago, IL",4.6,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Nielsen
3.6",-1,-1,-1,-1,"Sr. Data Scientist - 65122
Data Science - USA Chicago, Illinois
SENIOR DATA SCIENTIST - CHICAGO, IL


ABOUT THIS JOB
Develops data models to meet the needs of the organization's decision-making process. Manages the flow of information between departments through the use of relational databases. Maintains data integrity by working to eliminate redundancy.


RESPONSIBILITIES
Enable better decisions using the data
Help solve client challenges (e.g. performance mgmt., product or methodology evolution POC)
Translate Clients’ requirements to actionable solutions or products
Identify new business opportunities within our clients


A LITTLE BIT ABOUT YOU
You’ve dabbled in data. You’ve perused Python. And you have the communication chops to experience solving complex clients. While you’ve worked with global cross-functional teams, you can develop data models to meet the needs of the organization's decision-making process. Seeing the big picture takes attention to detail. Keeping up with the fast-changing world of digital media measurement takes someone who recognizes that. You know what’s happening in big data and you’re ready to influence what’s next.


QUALIFICATIONS
Bachelors or Masters degree in Statistics, Operations Research, or Econometrics with outstanding analytical expertise and strong technical leadership
4+ years of experience in quantitative analysis, and a strong educational background in engineering, statistical or technical field
Vast knowledge in modeling techniques and methodologies: Linear regression, Time series Regression, K mean, Neural Networks, Decision trees, Classification, Machine Learning, Deep Learning, etc.
Leads prototyping (what –ifs) as well as supporting pilot programs for R&D purposes. The primary areas include – but not limited to – trend analyses, identifying gaps for improvements in coverage, representation/ sampling, bias reduction, indirect estimation, data integration, automation, generalization, harmonization as well as working with different data sources.
Proficient in Python, R, SQL or other statistical packages.
Domain in managing clients and proven experience in solving complex client requirements.
Demonstrates experience in statistical techniques, market research methodologies, research processes, operations as well as knowledge of the complexity of consumer businesses and client needs.
Ability to lead and influence with other functional areas as a team and deliver results on time and per-spec.
Strong project management and communication skills
Ability to present and explain methodological and operational solutions to executive leadership
ABOUT NIELSEN
We’re in tune with what the world is watching, buying, and everything in between. If you can think of it, we’re measuring it. We sift through the small stuff and piece together big pictures to provide a comprehensive understanding of what’s happening now and what’s coming next for our clients. Today’s data is tomorrow’s marketplace revelation.
We like to be in the middle of the action. That’s why you can find us at work in over 100 countries. From global industry leaders to small businesses, consumer goods to media companies, we work with them all. We’re bringing in data 24/7 and the possibilities are endless. See what’s next with us at Nielsen: careers.nielsen.com
Nielsen is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class.
Job Type: Regular
Primary Location: Chicago,Illinois
Secondary Locations: , , ,
Travel: No",Sr. Data Scientist,"Chicago, IL",3.6,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"NPD
3.9",-1,-1,-1,-1,"Learn and work on meaningful initiatives with some of the best and brightest in the market research industry. The NPD Group provides the world’s most successful brands with leading market research, combining consumer and retail point-of-sale data with analytic solutions to interpret today’s market trends while anticipating tomorrow’s. In addition, we offer a career filled with innovation and growth to the forward-thinking problem solvers who join our team. Position Overview NPD group is looking for a data scientist with significant statistical modeling and programming experience. This position exists within the Methodology team, a core function in Research Science that is responsible for building models and code that help achieve quality outcomes. Sampling of issues we might tackle: Differential non response Selection bias Differential use of scales Differential recruitment Data imputation Ecological inference Quantifying uncertainty Choosing between alternate methodologies Identifying spurious drivers / sources of bias Sampling of techniques we might use: Multilevel regression and post stratification (MRP) Multilevel modeling / hierarchical modeling Propensity-adjustments Matching Raking Post-stratification Causal modeling Generative models Optimization Artificial intelligence Although modeling expertise is central to this role, candidates will also benefit from experience modifying model-based approaches to be used at production scale. Also helpful is experience triangulating estimates from disparate data sources with different sample frames, levels of measurement, and frequency of collection. The ideal candidate will be an experienced statistical programmer using R who also has experience working with survey and sales data, refining and developing methodological improvements, and familiarity with or willingness to learn Agile or Lean approaches to developing new product improvements. Responsibilities: Use various modeling approaches to design enhancements to NPD methodologies Quantify improvements to data due to modeling Carry out tests of alternative implementations of these enhancements Making sure code to implement models on an ongoing basis is robust by creating unit tests Investigating unexpected results and brainstorming alternative methodological solutions. Provide peer mentoring of other team members via code reviews, pair programming, unit test/acceptance test reviews, and brainstorming sessions. Adopt and continue to improve usage of development practices and patterns, such as test-driven development, version control, and use of agile management tools. Conduct original research-on-research (e.g., through simulations and/or evaluations of historical data) to improve methodologies, processes, and data integrity for both survey and scanner (point-of-sale) data. Promote consistency in implementation of designed enhancements across different businesses Maintain relationships with Research Science client teams to understand what is working well with NPD methodology and what could be improved Listen to internal customers and build an understanding of their needs before building solutions Communicate results and procedures in a concise and polished manner to diverse internal stakeholders Back up assertions with facts, and design experiments to quantify or reduce uncertainty when dealing with the unknown Qualifications: Degree in statistics, quantitative social science, computer science, mathematics, or related fields is required. Graduate-level experience preferred. 6+ years of work experience, with solid breadth and depth of knowledge of statistical and analytic techniques. Excellent time management and creative problem solving skills. Experience with data analysis in R is required. Experience with additional languages and/or more extensive proficiency in R preferred. Excellent written and oral communication skills, with the ability to communicate effectively to both technical and non-technical audiences. Experience with one or more development methodologies (Agile, Lean, Scrum) is preferred. Experience with tools for managing software development is preferred (tools such as JIRA, Confluence, Github/Gitlab issue tracker, Trello, Team Foundation Server/DevOps Server, etc). Location: We would prefer to find a candidate who can work from either our corporate headquarters in Port Washington, NY, or one of our other largest offices, in Rosemont, IL. However, we are committed to finding the right candidate across all US locations. We have offices in many US cities, including: Chicago, IL; New York, NY; Los Angeles, CA; San Diego, CA; Cincinnati, OH; Boulder, CO; Bentonville, AR; Greensboro, NC; Houston, TX. The NPD Group, Inc. is an Affirmative Action/Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status or any other characteristic protected by law.",Data Scientist,"Rosemont, IL",3.9,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Change Healthcare
2.7",-1,-1,-1,-1,"Transforming the future of healthcare isn't something we take lightly. It takes teams of the best and the brightest, working together to make an impact.As one of the largest healthcare technology companies in the U.S., we are a catalyst to accelerate the journey toward improved lives and healthier communities.Here at Change Healthcare, we're using our influence to drive positive changes across the industry, and we want motivated and passionate people like you to help us continue to bring new and innovative ideas to life.If you're ready to embrace your passion and do what you love with a company that's committed to supporting your future, then you belong at Change Healthcare.Pursue purpose. Champion innovation. Earn trust. Be agile. Include all.Empower Your Future. Make a Difference.The Data Scientist analyzes & applies anonymized healthcare information to enable better healthcare outcomes & costs, for Change Healthcare, its customers and other key constituentsRESPONSIBILITIES:* Analyze anonymized healthcare information to support Change Healthcare and our customers & partners objectives, which include better healthcare outcomes, improved effectiveness and efficiency, enhanced access for those who need care, and strengthened health and wellness for patients and consumers.* Create input for thought leadership projects that shape and advance the responsible use of data to improve healthcare in the US.* Analyze healthcare trends. Understand drivers for health & wellness for both individuals and the health ecosystem at large. Use this understanding to help create predictive models projecting future healthcare conditions, outcomes and economics* Effective collaborator (within CHC and with customers). Success requires effective internal teamwork (IT, legal, account management, executives) and key external constituentsMINIMUM JOB REQUIREMENTS:* Minimum 6 years experience in Data Solutions Field or related area* Advanced SQL expertise with at least 1-2 years' experience working with large datasets (30 million records +)* Expertise extracting large datasets and presenting in Excel or Spotfire* Basic to intermediate understanding of statistics (predictions, statistical significance, normalization, etc.)* Ability to summarize complex insights in plain English (for eventual consumption by the business and/or customers)* Healthcare billing and/or clinical data experience highly desirable (but not necessary)* Ability to take initiative and work independentlyCRITICAL SKILLS:* Demonstrates curiosity/determination/iteration/innovation in using data to improve healthcare.* Experience matching/linking multiple datasets to create cohesive, longitudinal analytic datasets.* Ability to interpret abstract concepts to developer compelling insight, while ensuring their statistical validity.* Internal burning desire to succeed, yet a team playerEducation:Bachelor's degree required (ideally with strong concentration in statistics or programmingJoin our team today where we are creating a better coordinated, increasingly collaborative, and more efficient healthcare system!Equal Opportunity/Affirmative Action StatementChange Healthcare is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, genetic information, national origin, disability, or veteran status. To read more about employment discrimination protections under federal law, read EEO is the Law at https://www.eeoc.gov/employers/eeo-law-poster and the supplemental information at https://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf.If you need a reasonable accommodation to assist with your application for employment, please contact us by sending an email to applyaccommodations@changehealthcare.com with ""Applicant requesting reasonable accommodation"" as the subject. Resumes or CVs submitted to this email box will not be accepted.Click here https://www.dol.gov/ofccp/pdf/pay-transp_%20English_formattedESQA508c.pdf to view our pay transparency nondiscrimination policy.Change Healthcare maintains a drug free workplace and conducts pre-employment drug-testing, where applicable, in accordance with federal, state and local laws.",Data Scientist,"Lombard, IL",2.7,-1,96 k$-154 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"Saggezza
3.2",-1,-1,-1,-1,"Job Description
Data Scientist

Saggezza is a proven technology and consulting partner that delivers personalized, high-value solutions to accelerate business growth. We consult, create experiences, analyze, modernize and digitize to help our clients adapt and transform the way they do business. Saggezza consultants work as part of a global team, and throughout their tenure, have the opportunity to work on a variety of different projects across various clients and industries. We are chartered to do one thing, and one thing only – to bring enabling technology to our clients that allows them to move their business forward.

The Role

The Data scientist role requires skills combining the expertise in advanced analytics, marketing, sales and strategy, empowered with big data and technology, to develop practical insights and actionable recommendations.

What You Will Definitely Need
BA degree in a closely related field with data analysis orientation. Analytical background with a creative approach to problem solving
4+ years’ experience with Python worked in building analytical solutions using Statistical, Machine Learning, Deep Learning etc. Proficiency with 3rd-party data visualization tools (Tableau, Power BI, etc.)
Good working experience in Data Analysis, Data Wrangling, Data Cleaning and Data Transformation.
Excellent working experience of machine learning on technology stacks such as Python, NumPy, SciPy, Scikit-Learn, Apache Spark and R using libraries such as e1071 and Caret
Excellent fluency in data manipulation tasks using frameworks. such as pandas, plyr, Spark
Good understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Random Forest etc.
Knowledge of some common data science toolkits, such as Weka, NumPy, MATLAB, etc.
Broad business perspective with the ability to articulate meaningful ROI and financial impacts.
Worked on projects in the Retail, Banking & Finance and Insurance Industries.
Working from Chicago office and requires visits to customer location if needed.
What We Would Love to See
Consultative application of analytic solutions to solve business issues
Able to engage in a consultative manner across multiple levels (c-suite to end user) with a strong executive presence, demonstrating strong
Demonstrated leadership, communication and interpersonal skills: the ability to manage and mentor functional experts and lead cross- functional teams
Don’t tick all the boxes? Don’t worry about it: we still want to hear from you if you think you’re the right person for the job.

What Makes Saggezza Unique?

Strong Relationships: We take the time to know our clients well, from the way they do business to their culture and their unique pain points. This level of engagement enables us to develop highly effective solutions.

Clients First: We work to understand our clients then develop a unique point of view to address their pain points. We do whatever it takes to provide the right solutions to address their specific situation.

A Trusted Partner: We collaborate as a true strategic partner and work side-by-side to develop the best solutions to bring our clients’ businesses into the future.

Passionate Mindset: We have an unending passion for technology and teamwork. We develop highly effective solutions to help our clients tackle the complex digital landscape.

Creating Value: The right investment in digital change is critical for our clients. That’s why we develop personalized, highly effective solutions that deliver value for their businesses.

Delivery Excellence: Our proven processes provide high-quality solutions that are delivered on time.

Why Join Our Team
Our culture is diverse with endless opportunities to work for global corporations in their own backyard.
Our nurturing and supportive environment fosters collaboration across the entire organization.
We are not hierarchical but operate as a flat surface where every opinion matters, ideas are cultivated and innovation is encouraged.
At Saggezza, we are fortunate to have a strong mentorship program that provides each and every one of our consultants the ability to thrive professionally and personally.
We are only as good as our people. Saggezza, Italian for wisdom, is rooted from the perspective that knowledge is power. We create thought-leaders who are constantly exposed and trained in different technologies in the ever-evolving world of software development.
We welcome all types of innovators with an entrepreneurial spirit to grow with our team.
*Saggezza is unable to provide visa sponsorship at this time. Please ensure all applicants have full authorization to work in the United States.

Saggezza is an Equal Employment Opportunity Employer: We believe in treating each employee and applicant for employment fairly and with dignity. We base our employment decisions on merit, experience, and potential, without regard to race, color, national origin, sex, sexual orientation, gender identity, marital status, age, religion, disability, veteran status, or any other characteristic prohibited by federal, state or local law.

Powered by JazzHR",Data Scientist,"Chicago, IL",3.2,-1,75 k$-127 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
